Row.names	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	AME	AOH	ms_level	05_EB3388_AOH_p_0.mzXML	06_EB3389_AOH_p_10.mzXML	07_EB3390_AOH_p_20.mzXML	08_EB3391_AOH_p_60.mzXML	16_EB3392_AME_p_0.mzXML	17_EB3393_AME_p_10.mzXML	18_EB3394_AME_p_20.mzXML	19_EB3395_AME_p_60.mzXML	row ID	annotation network number	best ion	identified by n=	partners	neutral M mass	correlation group ID	auto MS2 verify
FT197	279.231397010565	279.230792695198	279.231914416574	594.5025	590.116	599.796	14	4	4	1	474718.524214066	2154789.78363494	5015479.80531114	6938085.88899435	345769.340087503	2047309.11072188	3185798.82442494	6505574.27256238	197	NA	NA	NA	NA	NA	14	NA
FT198	279.231518376792	279.231038003827	279.231811827517	511.143	511.128	511.152	6	3	3	1	1291.46816235353	723998.203461912	1239436.00208749	4016796.64161413	1940.83160742189	846583.470557693	1582345.60085512	4659350.05528397	198	NA	NA	NA	NA	NA	41	NA
FT199	279.231195532611	279.230715219414	279.23156903836	651.134	651.112	651.564	5	2	3	1	2354.08792550223	223942.257965963	435705.292950082	1234905.9028781	71139.0001452216	236839.396071862	368024.371636289	1120200.23243288	199	NA	NA	NA	NA	NA	10	NA
FT200	280.095957477547	280.095946308892	280.096171846011	489.202	489.192	489.21	3	3	0	1	NA	NA	NA	NA	NA	325950.914090628	648185.36945348	640640.261603515	200	NA	NA	NA	NA	NA	44	NA
FT201	280.234583649319	280.234261689697	280.23493129153	627.8625	627.438	627.868	4	2	2	1	NA	229696.468496787	628297.755457031	1174542.21925782	38902.72495218	11982.3523043725	628521.890390628	1390372.59198177	201	NA	NA	NA	NA	NA	30	NA
FT202	280.234591913209	280.234281955967	280.234979210105	619.5275	619.516	619.542	4	2	2	1	512996.661297731	171580.133020471	NA	663160.283525389	320161.174130862	387281.099575194	51827.7230179397	NA	202	NA	NA	NA	NA	NA	28	NA
FT203	280.234497203067	280.234161288319	280.234946518301	594.518	590.13	594.964	5	2	1	1	4407.23279088543	NA	NA	1319087.79511009	12489.6771850912	339113.688916884	374857.088990366	1259323.73277341	203	NA	NA	NA	NA	NA	14	NA
FT204	280.26276721467	280.262553828409	280.263313729858	670.871	670.855	675.689	7	4	2	1	669757.847224394	24974.815733073	74665.9424868167	1053883.04423314	245217.596088867	233991.761142857	272406.993532233	1087701.52957093	204	109	[M+2H-H2O]2+	3	313;843	576.525722591334	40	NA
FT205	281.244168477627	281.243890823503	281.24448694169	696.32	696.309	696.335	8	4	4	1	321243.387143554	319634.691621087	391522.804741207	543746.480351561	427373.082246093	549461.267012202	372074.333413082	782766.724244158	205	NA	NA	NA	NA	NA	31	NA
FT206	281.246935943378	281.246561933763	281.247242193986	639.9335	639.699	640.162	8	4	4	1	3823745.92815003	5910595.95949989	6469913.57801344	7127620.66981862	4152058.87864378	5761265.9949797	6334725.49500304	7276193.43388756	206	48	[M+H-H2O]+	5	266;346;406;449	298.248667038779	20	NA
FT207	281.246873721897	281.246527130024	281.247203837694	615.581	615.567	615.59	7	4	3	1	2503.36368426725	771906.831923423	1175989.65897732	2203916.16695002	150138.556734372	794975.610642194	1222349.6881044	2209529.15771878	207	19	[M+H+CF3COOH]+	3	54;117	166.235185441554	12	NA
FT208	281.246863869836	281.246643066406	281.247341495275	648.046	647.615	648.057	3	2	1	1	4164.19349162948	6004.40620751955	NA	635796.064987505	11811.0836206753	109901.648189802	215836.90089193	707120.914319533	208	NA	NA	NA	NA	NA	41	NA
FT209	282.203716227618	282.203233196301	282.204059055504	493.137	492.696	493.161	7	3	4	1	1316902.52739418	1248844.62498047	772844.796890621	825488.225570316	935578.245055469	564472.701575784	655058.142253906	NA	209	145	[M+K]+	2	76	243.23355289064	49	NA
FT210	282.250247935896	282.249838625385	282.250618278473	639.9335	639.699	640.162	8	4	4	1	717000.027655184	1153243.27227501	1163915.21914133	1409211.36275622	792177.710428131	1119295.1206336	1194550.75512571	1416721.46589376	210	NA	NA	NA	NA	NA	20	NA
FT211	282.2782048054	282.277807483864	282.278664501603	690.8345	687.54	691.065	14	4	4	1	2556966.60129173	4781267.19569396	4844018.63414058	3621808.71931417	2723408.58834119	2568951.1792535	4156589.07806766	2858385.17309023	211	NA	NA	NA	NA	NA	35	NA
FT212	282.278431765751	282.278352299062	282.278554674046	550.635	550.198	551.505	4	4	0	1	NA	2087.64869980469	NA	NA	740029.64292613	750857.35331641	705353.945667613	680573.176160943	212	126	[M+H-C6H10O4]+	13	658;689;690;704;712;732;383;638;639;602;603;213	427.343196641239	41	NA
FT213	282.278945883257	282.278827735481	282.278990833386	556.777	555.47	558.518	4	0	4	1	771036.944508628	610847.773662997	762710.736586922	713868.005794922	6292.19630320832	2604.84929303339	NA	NA	213	126	[M+H-C6H10O4]+	13	658;689;690;704;712;732;383;638;639;602;603;212	427.343196641239	41	NA
FT214	283.134726662611	283.134514338265	283.135191388643	681.3985	681.387	681.419	8	4	4	1	330913.000803712	294473.293458987	350485.665299473	337612.191293935	332137.434089359	310833.644481446	281589.185998533	287446.655187009	214	NA	NA	NA	NA	NA	40	NA
FT215	283.226092568765	283.225605263692	283.226206150819	616.4595	616.445	616.469	6	3	3	1	NA	355126.294109383	738985.85872656	2094156.86198306	80346.9785100506	484163.141620514	927944.84639347	2596147.4921818	215	22	[M+H-CO]+	3	390;242	310.214894661585	12	NA
FT216	283.262469996317	283.262074397541	283.263034575283	656.823	651.125	656.843	9	4	4	1	785542.730470318	3688617.66750241	4422018.14003712	4273285.11225001	758748.623740631	2869202.28644374	3711421.23548975	5033272.22436915	216	54	[M+H-H2O]+	4	277;357;457	300.266493064567	22	NA
FT217	283.281612548481	283.281143551486	283.281991231295	689.3075	687.537	691.065	14	4	4	1	489369.343965083	520381.808637159	914108.485660643	677705.56143662	475744.227008785	476407.499792397	783818.939554245	1120074.76669145	217	NA	NA	NA	NA	NA	7	NA
FT218	284.265738994992	284.265403253774	284.266008924205	656.833	656.819	656.843	6	3	3	1	NA	584057.115850004	683033.813150392	808086.889886721	134179.999333765	446625.063835941	590746.057923427	678820.186968761	218	NA	NA	NA	NA	NA	22	NA
FT219	284.293984291084	284.293692813858	284.294213923089	705.972	705.96	705.987	8	4	4	1	965965.643415632	902671.449223974	922566.358680111	877388.332465288	931602.894458757	843868.95820311	1205223.90656465	759804.450095065	219	115	[M+Na]+	3	354;573	261.30682733477	41	NA
FT220	285.184528197904	285.184395045082	285.184661350726	674.8055	674.804	674.807	2	0	2	1	309304.055487714	368518.323593748	28536.1703259843	NA	14927.3265872035	NA	2177.36849538847	NA	220	47	[M+Na+K]2+	3	781;775	508.401304976041	19	NA
FT221	285.220530551959	285.220438897854	285.22101997264	600.651	600.208	606.37	7	3	3	1	NA	261445.095615234	394910.160424222	759742.713262074	64161.5918177535	248757.837856199	381990.903695315	764906.530214488	221	NA	NA	NA	NA	NA	18	NA
FT222	285.220624589331	285.220328453323	285.220979936527	623.485	623.466	623.929	6	3	3	1	NA	464036.630464189	549383.84650781	720736.019097653	48643.9700660705	399864.191199215	509331.258475	634350.214854688	222	114	[M+K]+	4	251;631;335	246.263805345032	41	NA
FT223	285.241966229381	285.241489004267	285.242338268993	610.0945	609.859	610.323	8	4	4	1	288042.370883199	1016507.13224284	1722815.40695313	4564711.10219345	286060.882210151	993528.342857125	1801108.32	4712659.51248073	223	NA	NA	NA	NA	NA	32	NA
FT224	285.241918597107	285.241494081419	285.242218070127	570.822	570.809	570.832	6	3	3	1	NA	374193.857924993	543178.686112504	1032144.31742968	46070.7808579858	359432.975969618	563441.43481874	1057129.14681817	224	123	[M+H-CO2]+	9	376;377;378;475;570;311;273;275	328.235423086596	41	NA
FT225	286.228374995124	286.228068384302	286.228726321765	686.67	686.66	686.685	8	4	4	1	1123300.55443126	1066952.81395861	1022471.93106327	1174748.54464134	1217418.93783751	1065207.80186251	1012436.19068821	1099530.8938422	225	NA	NA	NA	NA	NA	41	NA
FT226	286.245235017988	286.24484801957	286.245569107065	609.881	609.867	610.316	4	2	2	1	NA	NA	263424.712365456	809659.623849148	12853.7109263999	2651.66097648115	266398.389922306	878045.938285715	226	NA	NA	NA	NA	NA	32	NA
FT227	287.22088216458	287.220537669813	287.221132356424	616.464	616.448	616.899	4	2	2	1	3776.69062542095	98153.5112884527	219287.048164068	641197.236596587	24369.6567025322	162782.112048995	246868.469837888	688560.303079689	227	21	[M+H]+	6	301;382;494;560;104	286.216596435956	12	NA
FT228	288.252784467548	288.252389478357	288.253233133797	597.1455	597.134	597.16	8	4	4	1	1947717.84384376	2298517.00940626	2490837.07573439	2478220.94443822	3112457.15588774	2547488.65483745	2355065.60575627	2209263.08550314	228	28	[M+H]+	2	305	287.245494262654	14	NA
FT229	289.070037657394	289.069904575481	289.070039787675	524.307	524.297	524.319	3	3	0	1	NA	NA	NA	NA	NA	888686.853766739	1891643.54564062	4263616.23325909	229	NA	NA	NA	NA	NA	41	NA
FT230	289.070015897832	289.069832162058	289.070130262456	508.949	508.939	508.957	3	3	0	1	NA	NA	2746.73015650202	NA	NA	606392.317611975	1102991.9584668	2208562.38846355	230	NA	NA	NA	NA	NA	41	NA
FT231	289.070112452477	289.069907519867	289.070339683002	453.658	453.648	453.666	3	3	0	1	NA	NA	NA	NA	NA	441133.602526278	816898.540298831	1825297.85673762	231	NA	NA	NA	NA	NA	53	NA
FT232	289.069968455663	289.069956595881	289.070069735655	433.902	433.472	433.919	3	3	0	1	NA	NA	NA	NA	NA	370577.640071378	601366.352206734	1076137.19491406	232	150	[M+H]+	2	174	288.062880227792	62	NA
FT233	289.15358029773	289.153012433818	289.153793944869	598.016	592.324	598.038	9	4	4	1	503503.547525788	532023.170595309	569978.954954293	632138.876064444	771221.879603704	791615.005589478	688632.336046874	754688.315109368	233	NA	NA	NA	NA	NA	41	NA
FT234	289.256105286788	289.255768791576	289.256490206662	597.1395	596.712	597.16	8	4	4	1	282810.927031245	318531.477407232	370111.523052954	361944.36833594	497972.636377833	407592.461132806	368060.796325517	351261.633480905	234	NA	NA	NA	NA	NA	14	NA
FT235	290.268890229223	290.268239026816	290.268940910043	499.734	496.224	501.911	3	1	2	1	1848569.42828194	NA	23719.0210323211	2758237.97342188	NA	NA	NA	797341.326672201	235	NA	NA	NA	NA	NA	48	NA
FT236	291.192673816629	291.192199482246	291.193090840394	586.4005	586.164	586.63	8	4	4	1	772521.605175125	1685363.69292615	2136721.33525393	3689882.76398441	676230.90501988	1113032.5770703	1597609.82736876	2949640.96570316	236	118	[M+Na]+	11	160;161;162;163;237;641;569;131;116;123	268.207042335451	41	NA
FT237	291.1949633816	291.194632920933	291.195319351113	576.083	575.643	576.098	8	4	4	1	380929.25109219	443133.431106253	413548.21362422	466887.774832816	502757.16778985	384135.292571089	381270.844066402	476915.530948829	237	118	[M+Na]+	11	160;161;162;163;236;641;569;131;116;123	268.207042335451	41	NA
FT238	292.196174631055	292.195537428826	292.19619697025	586.19	586.167	586.622	5	2	3	1	7223.64421044925	276313.561646703	341102.662664065	598620.98726563	2851.21487890626	NA	251825.400576389	489165.0384233	238	NA	NA	NA	NA	NA	41	NA
FT239	293.174257368253	293.174010418624	293.174651619113	573.452	573.441	573.467	8	4	4	1	464415.675860945	518996.429032808	428008.531037496	404396.863149603	347469.390467016	331912.888569783	259070.695444335	226106.606106448	239	NA	NA	NA	NA	NA	41	NA
FT240	293.208196805728	293.207875585765	293.208617588358	599.7905	599.769	603.723	12	4	4	1	1169147.52685313	2903861.90772766	1618762.8241422	3200925.86210426	965853.972133681	1092011.01679687	1100278.73759688	1059268.53180586	240	37	[M+H+CF3COOH]+	2	59	178.223785109167	18	NA
FT241	293.208266763649	293.207767452868	293.208547499346	609.8815	609.864	610.323	6	3	3	1	NA	2179113.32510416	3999773.29949383	8397064.37399028	26941.3416859132	1668048.47316161	3032844.74596968	7396043.6576057	241	75	[M+K]+	3	183;329	254.237728233299	32	NA
FT242	293.210396426694	293.20990132722	293.210545489424	616.448	616.012	616.466	5	3	2	1	24326.5966852678	189231.087428572	138978.925213542	948557.287249997	52128.4085422092	202977.516744791	405418.451276363	1103201.70345	242	22	[M+H-H2O]+	3	390;215	310.214894661585	12	NA
FT243	293.208432956394	293.20797799566	293.208516100393	575.203	569.944	575.647	4	1	2	1	97764.5810921232	271207.149676649	119374.975892905	298888.375874998	248722.360224617	2303.86594108075	4030.53329557295	19089.4840436199	243	60	[M+K]+	2	185	254.235984410814	23	NA
FT244	294.211799933803	294.211084079184	294.211914801115	609.876	609.864	610.316	5	2	3	1	23619.2828523101	332932.705456253	568521.966664066	1437834.49947135	NA	NA	467943.944181637	1261704.66974759	244	NA	NA	NA	NA	NA	32	NA
FT245	295.056966805132	295.056913899185	295.057059857915	547.124	547.118	547.136	4	4	0	1	3737.83021720504	NA	1311.21735070407	NA	2691122.50133852	1574762.77607931	1104799.30649039	482382.306522132	245	8	[M+Na]+	2	167	272.067924222049	3	NA
FT246	295.190258034182	295.189622946322	295.190286167758	531.777	531.753	532.214	6	2	4	1	650186.449713283	342825.680888889	246154.708224615	391587.678173622	13455.2401586915	1048729.10975684	4977.8424640765	629976.941540853	246	NA	NA	NA	NA	NA	41	NA
FT247	295.223743083638	295.223396933757	295.224162182944	621.284	619.516	623.487	16	4	4	1	2054828.93657897	3841864.02764232	3311800.63838536	4678448.25990878	843040.75341754	1693155.43800869	2360300.25195444	3841904.8888172	247	92	[M+Na]+	2	132	272.236111819581	37	NA
FT248	295.226042121331	295.225574396672	295.226534157131	633.5725	633.117	634.001	8	4	4	1	419528.567361116	1511407.2095575	2377972.95406871	5958902.72513636	484498.895854164	1551807.6656165	2661803.01392396	6462799.60459085	248	16	[M+H-H2O]+	6	321;395;473;506;381	312.227959452989	11	NA
FT249	295.226275489874	295.225830762464	295.22657821132	610.7575	610.744	610.767	6	3	3	1	5781.42365373884	305623.08251836	368664.110366802	645492.290293755	137584.268351964	254335.70338233	333359.407305661	628992.1564459	249	NA	NA	NA	NA	NA	32	NA
FT250	296.221896083681	296.221628302004	296.221997651808	581.336	580.9	581.363	3	0	3	1	263288.622857143	309076.983810767	224491.244770091	138413.272949001	NA	1998.84230931713	NA	1517.40910130931	250	113	[M+Na+HCOOH]+	4	77;757;251	227.225746953116	41	NA
FT251	296.227150971105	296.226689859234	296.22741869452	623.027	619.519	623.487	13	4	4	1	336348.68090885	667997.732087488	723815.862012506	847422.501873444	316890.411263015	848221.745528106	721483.729143756	754676.386221876	251	113	[M+Na+HCOOH]+	4	77;757;250	227.225746953116	41	NA
FT252	296.229337992452	296.228913250612	296.229707756275	633.5765	633.558	634.001	6	3	3	1	NA	250334.126053713	416237.433875861	1141420.36725196	61293.2925682751	229085.709960937	483313.30540937	1278215.66263021	252	NA	NA	NA	NA	NA	11	NA
FT253	296.255763292747	296.255746632923	296.25577995257	474.0565	472.53	475.583	2	0	2	1	472694.994086671	NA	1470.10103759766	409934.07164531	NA	9367.82621521001	NA	NA	253	10	[M+Na]+	3	171;135	273.267386943731	5	NA
FT254	297.23946905353	297.239024437929	297.239883448154	666.486	666.475	666.5	8	4	4	1	568059.850358309	689884.830976568	1022609.16299688	792711.279229694	659336.23498339	643713.165552944	592369.413950004	730260.680448443	254	NA	NA	NA	NA	NA	40	NA
FT255	297.23938614474	297.239035794421	297.239895522006	655.941	655.513	656.397	8	4	4	1	390654.717019538	631988.757664499	404154.286154507	752970.3432215	769255.234945315	454595.019089066	443198.928862492	410513.718023434	255	NA	NA	NA	NA	NA	22	NA
FT256	297.24197328074	297.241442200452	297.242239211605	622.59	619.077	627.878	11	4	4	1	1403025.07625161	1134684.1461771	1919286.89714145	1425312.58394766	857372.785882817	1668081.94972657	1281679.11609234	1531360.43414376	256	NA	NA	NA	NA	NA	41	NA
FT257	297.241967503793	297.241361783084	297.242447684921	594.941	590.13	594.966	12	4	4	1	266130.422113284	1245861.26631285	1855604.35452809	3961660.04784945	278750.526640627	1197653.51493047	1877342.04373122	3818308.27055618	257	29	[M+H-H2O]+	5	333;407;482;516	314.243729439996	14	NA
FT258	297.242082969937	297.24155632631	297.242370443795	511.143	511.128	511.152	6	3	3	1	NA	351307.73972135	700428.254430034	1979194.51257095	NA	404715.020111112	854388.809926142	2252550.39069031	258	NA	NA	NA	NA	NA	41	NA
FT259	297.241748004162	297.24118043366	297.242064371122	651.1335	651.112	651.564	6	3	3	1	NA	425717.201139847	780882.854446861	2158328.36763434	66815.5114331894	277903.630324704	625182.025256251	1812217.86446804	259	14	[M+H-H2O]+	5	334;409;515;387	314.245591329283	10	NA
FT260	298.244961303641	298.244668249219	298.245546105287	594.947	594.518	594.964	5	3	2	1	1521.77558407157	2323.30559378487	320168.933748694	732533.324972304	27428.1786647251	209231.004691409	303598.020355472	742499.921207375	260	NA	NA	NA	NA	NA	14	NA
FT261	299.161224642844	299.160893556794	299.161580553816	576.083	576.07	576.098	8	4	4	1	698960.148871452	715368.585673826	505544.729353126	633936.302003906	544151.393539775	334932.663606116	290812.055750865	415794.485264762	261	NA	NA	NA	NA	NA	41	NA
FT262	299.161675543141	299.161256294936	299.161737003308	540.093	540.088	540.114	5	1	4	1	465016.601303271	483017.671722824	423512.229191402	374053.639259771	343057.930104165	NA	NA	NA	262	62	[M+Na]+	3	182;66	276.172418111599	24	NA
FT263	299.161632112784	299.161130984287	299.161689799887	530.8835	530.873	531.336	4	1	3	1	511198.930610157	276280.898632811	282848.722868406	284646.64566679	5122.37279594891	321091.204751949	NA	NA	263	NA	NA	NA	NA	NA	41	NA
FT264	299.161500784094	299.161103210902	299.161660693005	561.156	560.715	561.168	3	1	2	1	17516.5953816732	253131.619869789	179970.975058756	218320.916108256	232128.901530032	7479.41857356771	3618.60099483817	1360.95254351807	264	87	[M+Na]+	2	67	276.172291195915	36	NA
FT265	299.194889055801	299.194450840891	299.195282546268	690.398	687.534	690.626	8	4	4	1	2620803.95366787	2299178.31607178	2192182.10987812	2130789.58792507	2284621.66676719	2103092.627329	1993772.71842369	1880233.95723118	265	85	[M+Na+K]2+	3	812;809	536.429694145643	35	NA
FT266	299.257469945787	299.2569879578	299.257842554592	639.9335	639.699	640.162	8	4	4	1	1307171.73506942	1997896.81587965	1985603.72425079	2398510.96557188	1360641.33637345	1895005.78737422	1995074.81442107	2355308.67010314	266	48	[M+H]+	5	346;406;449;206	298.248667038779	20	NA
FT267	299.257365180586	299.257063934436	299.257571889463	615.582	615.571	615.59	5	3	2	1	2299.00103199083	121725.822217537	368265.736773431	743332.671147781	33864.7414901669	240569.058136233	391486.04547343	703341.422978908	267	23	[M+H-H2O]+	5	420;424;494;276	316.263323387327	12	NA
FT268	299.27245914627	299.272007854641	299.272872762416	709.921	709.474	709.935	8	4	4	1	453783.403696288	418975.103613274	389236.504586813	391786.124598141	314376.871598217	303168.977074222	317776.408447269	282927.086425775	268	120	[M+H-H2O]+	8	425;43;495;496;498;576;143	316.275172810063	41	NA
FT269	300.260720652877	300.26037266413	300.261158802474	639.9335	639.699	640.162	8	4	4	1	199704.34325781	329380.825122069	356387.911403425	456294.244664054	247269.635875006	347218.621328907	374830.724335542	422277.953588284	269	NA	NA	NA	NA	NA	20	NA
FT270	301.140577115471	301.140248693224	301.141049977541	602.8555	602.838	603.303	8	4	4	1	1875826.33069885	2008484.9422344	1886998.34155824	1992972.66163428	1935790.68603835	1525276.69662499	1463010.07504687	1555759.39692841	270	125	[2M+2Na+K]3+	3	664;271	409.244348520948	41	NA
FT271	301.140487258171	301.140102238916	301.140890999681	597.579	597.15	597.602	8	4	4	1	1963042.16359895	2256961.99561717	1988144.42288836	2325896.90479114	2261914.00144229	1850296.05702221	1751186.16777402	1757510.18322525	271	125	[2M+2Na+K]3+	3	664;270	409.244348520948	41	NA
FT272	301.177289062297	301.176985293383	301.177389029652	581.336	580.9	581.363	3	0	3	1	292292.904944821	271082.561357428	253169.465097664	203030.324416705	2359.67294362097	NA	NA	NA	272	NA	NA	NA	NA	NA	41	NA
FT273	301.210304720594	301.210119076054	301.210647972242	706.871	706.851	709.498	9	4	4	1	5518573.75196441	3195121.01751964	2848199.90454634	4749373.97236316	4046984.3917046	2135728.6430022	3836983.98676629	3644660.04117443	273	123	[M+H-C2H4]+	9	376;377;378;475;570;311;275;224	328.235423086596	41	NA
FT274	301.213424222188	301.212838492841	301.213537608356	682.267	682.264	682.707	3	1	2	1	249848.285273437	152298.30976563	NA	134425.424295899	226444.529451167	5442.2419384766	NA	NA	274	99	[M+Na]+	6	356;659;463;362;363	278.215329872696	40	NA
FT275	301.215729449577	301.215413299551	301.215979613179	613.387	613.373	613.834	6	3	3	1	9898.15077883918	410223.809933742	516733.34011539	1066848.88365235	138774.589575379	272039.164851569	526599.637457333	1049543.54419532	275	123	[M+H-C2H4]+	9	376;377;378;475;570;311;273;224	328.235423086596	41	NA
FT276	301.236601541902	301.2361745941	301.236794860859	616.464	616.448	616.899	4	2	2	1	6225.16155862744	75488.251882779	261278.535275611	756186.316096587	38032.6200914644	197087.020935615	321678.413289059	950372.841184654	276	23	[M+H-CH4]+	5	420;424;494;267	316.263323387327	12	NA
FT277	301.273164561288	301.272655346926	301.273271750055	656.833	656.819	656.843	4	1	3	1	2000.21198786809	230318.038838163	214539.19187239	287807.945315925	42060.4506348596	10950.5103429237	2616.0825551664	215507.126945311	277	54	[M+H]+	4	357;457;216	300.266493064567	22	NA
FT278	302.144052528229	302.143458951374	302.144208910002	597.16	597.15	603.294	7	2	4	1	259744.293000001	308776.553742189	282265.974251306	345667.284109568	NA	264905.804843746	NA	263522.50159896	278	NA	NA	NA	NA	NA	14	NA
FT279	302.213632835444	302.213355685435	302.214001230205	708.609	706.844	709.498	11	4	4	1	571926.15074089	533386.499419939	534192.688598211	813195.825403329	668272.979432371	370222.425629563	344995.344074875	319597.146661449	279	NA	NA	NA	NA	NA	21	NA
FT280	302.244749913304	302.244506471764	302.245308446331	670.8575	670.433	670.879	6	4	2	1	669081.838070758	28265.3800310541	71072.1099724477	1326799.90795468	309218.943428572	287984.177536455	251338.902407226	1071137.46777279	280	NA	NA	NA	NA	NA	40	NA
FT281	302.305369253811	302.305299051697	302.305439455926	524.9575	523.43	526.485	2	0	2	1	1567776.61043383	6734.0799736677	29840.7598024728	1135903.24914258	1288.25637245396	6415.6270131836	NA	1355.05535628837	281	116	[M+K]+	2	492	263.347759417447	41	NA
FT282	303.228482826735	303.228217277495	303.228729837118	696.546	696.309	696.777	8	4	4	1	282987.178023928	262196.280619135	241038.322285715	259254.546620538	259640.711663626	214679.549748887	204457.024449779	248785.057885749	282	72	[M+H]+	3	361;847	302.221240598241	31	NA
FT283	303.230795467888	303.230766626892	303.230824308884	623.6955	623.469	623.922	2	2	0	1	NA	NA	NA	NA	114619.139510835	387932.573188267	2257158.81516352	2861158.647425	283	117	[M+K]+	8	286;287;651;496;498;561;391	264.265973208165	41	NA
FT284	303.231319281212	303.230949901811	303.231739969497	600.231	600.206	600.662	8	4	4	1	375742.603195316	1019958.80011978	1399456.59292968	5056359.85746555	417007.826903207	994262.809807302	1399861.65423827	5444153.02568789	284	NA	NA	NA	NA	NA	18	NA
FT285	303.231129317768	303.230985596072	303.231838684091	606.357	605.921	606.377	5	3	2	1	235776.714857143	663033.94078438	NA	4467.52358203127	263784.270072917	706149.544468392	1085122.5994432	946574.851103033	285	NA	NA	NA	NA	NA	25	NA
FT286	303.230888469653	303.230872474299	303.231643637025	637.086	637.076	637.086	3	2	1	1	NA	1567.79669857052	NA	662547.258991408	13545.6589945111	233098.904470182	396270.218453128	679132.693838769	286	117	[M+K]+	8	283;287;651;496;498;561;391	264.265973208165	41	NA
FT287	303.231327423484	303.230896842147	303.231723814607	623.49	623.463	627.868	11	4	4	1	1052116.67008751	1823195.05618122	2139073.63508752	3181974.16135002	1088945.94961249	1855801.30716562	1438861.3923	1322632.69727343	287	117	[M+K]+	8	283;286;651;496;498;561;391	264.265973208165	41	NA
FT288	303.288519937445	303.288126206078	303.288806687269	691.057	691.04	691.066	7	3	4	1	241547.083502792	315539.223242191	260822.914055553	339694.0407118	289300.153974609	242787.226285714	182620.961515661	209658.519210935	288	83	[M+H]+	2	365	302.281203914571	35	NA
FT289	304.234560436612	304.234317798727	304.234903564415	600.4415	600.222	600.662	4	2	2	1	NA	5959.64269698662	291110.102412332	539474.387212713	107907.324506662	171235.475780408	214299.619645831	560773.530818754	289	NA	NA	NA	NA	NA	18	NA
FT290	304.234359346197	304.234342168122	304.234873914735	606.368	606.359	606.37	3	2	1	1	NA	2792.29091409619	NA	417929.834680472	21773.021875842	59571.2508331092	206349.942722167	462442.214900004	290	NA	NA	NA	NA	NA	25	NA
FT291	304.260122706569	304.259696732652	304.260571414675	689.2995	687.538	691.065	12	4	4	1	4157929.33270312	4177300.33469338	4157493.43292732	2817825.83538573	2070624.05559552	2083433.13913282	2626162.65043945	4479679.24144778	291	NA	NA	NA	NA	NA	7	NA
FT292	305.246639569106	305.246340086659	305.246982320375	694.125	693.674	694.568	8	4	4	1	916799.89065623	792656.888365239	1088844.80429845	1236476.04926251	1219333.57629999	1256058.7125742	1340768.13478158	1502476.53369295	292	24	[M+H]+	4	371;469;355	304.239334664641	13	NA
FT293	305.263496681889	305.263010364247	305.263900746247	687.986	687.537	691.065	15	4	4	1	729092.068631249	334503.521142857	330107.582399556	534502.888660719	374800.885714286	376630.11170144	488425.426285715	451523.221714286	293	121	[M+H-CH4]+	7	41;452;518;546;626;523	320.297898707914	41	NA
FT294	306.249808963555	306.249682101545	306.250142827876	694.14	694.122	694.568	6	4	2	1	13591.0348336226	NA	216365.245268554	225017.963631834	241149.899761231	247827.264278326	253685.092359377	285358.060212893	294	NA	NA	NA	NA	NA	13	NA
FT295	306.275836470103	306.275452592584	306.276119041351	706.856	706.399	706.869	8	4	4	1	1129789.14814408	922000.51024304	910565.8721567	864542.109396717	826212.246911135	730047.061981256	911614.065990467	613617.42348482	295	NA	NA	NA	NA	NA	41	NA
FT296	307.187663123546	307.187031453371	307.187759893384	595.851	595.385	596.274	5	2	3	1	28777.8823041643	198098.113714279	325493.84728733	803633.101426763	1108.62164554149	2241.02710929081	311453.657192707	751290.84881463	296	NA	NA	NA	NA	NA	14	NA
FT297	307.279369743596	307.279344469811	307.279395017381	706.4005	706.399	706.402	2	0	2	1	185165.520897788	162140.892220708	85416.8931015635	156001.548000002	6218.88002687507	NA	3170.50189046879	1275.43545578126	297	NA	NA	NA	NA	NA	41	NA
FT298	309.150323270037	309.150119213732	309.150705872025	687.766	687.534	687.993	8	4	4	1	1478705.15588686	936140.422027777	1429194.4862493	1530885.50069507	1496151.48228631	1465962.33850518	1321394.02722104	1283854.7174662	298	NA	NA	NA	NA	NA	41	NA
FT299	309.150723529688	309.15025319434	309.150801314937	619.5385	619.534	623.49	4	1	2	1	11852.41340941	410685.422356309	357552.947826389	742578.443230702	8914.08275009772	6805.75603980892	NA	456531.738664845	299	67	[2M+Na+2K]3+	2	643	413.286043702063	28	NA
FT300	309.203000208924	309.202708170147	309.20349489155	626.117	626.105	626.132	8	4	4	1	1140021.31076367	1316991.57520417	1507627.27108747	1366428.44674529	1798044.48894317	1478711.3709547	1914884.22736095	1833271.20001247	300	NA	NA	NA	NA	NA	41	NA
FT301	309.202943512936	309.20242656082	309.203351885405	616.4535	616.442	616.899	8	4	4	1	335882.175667477	1226945.78917649	2276503.88086326	5684724.33066142	390623.101171874	1498548.86768927	2785069.22398013	6935106.79469314	301	21	[M+Na]+	6	227;382;494;560;104	286.216596435956	12	NA
FT302	309.241716346855	309.241209226844	309.24220739064	633.5765	633.117	634.001	8	4	4	1	187912.143205918	714823.397416397	1249990.68302966	3189061.25413636	238664.306118163	851084.835818903	1544527.47607064	3742359.12426985	302	NA	NA	NA	NA	NA	11	NA
