Row.names	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	AME	AOH	ms_level	05_EB3388_AOH_p_0.mzXML	06_EB3389_AOH_p_10.mzXML	07_EB3390_AOH_p_20.mzXML	08_EB3391_AOH_p_60.mzXML	16_EB3392_AME_p_0.mzXML	17_EB3393_AME_p_10.mzXML	18_EB3394_AME_p_20.mzXML	19_EB3395_AME_p_60.mzXML	row ID	annotation network number	best ion	identified by n=	partners	neutral M mass	correlation group ID	auto MS2 verify
FT783	535.257454090283	535.256593893937	535.257997137363	515.5265	515.514	515.541	8	4	4	1	921111.457707796	1019619.82259446	833386.306720525	757868.016852272	774236.147586647	1136842.21313885	858616.223606538	803111.105600497	783	NA	NA	NA	NA	NA	41	NA
FT784	536.163913191978	536.163219022049	536.164682538057	745.669	745.441	745.91	8	4	4	1	586542.522758583	425432.455078128	310654.609362788	266792.166190286	390530.680093748	230236.061722653	228941.435052242	219589.854589291	784	NA	NA	NA	NA	NA	41	NA
FT785	536.284838083452	536.2841843289	536.285391764048	549.7445	549.309	549.768	8	4	4	1	583937.436578129	490522.097871095	384992.851572657	881696.958613652	568044.610742184	732551.150704542	885501.687647447	375689.917385931	785	NA	NA	NA	NA	NA	41	NA
FT786	537.393567026135	537.393010078521	537.393674737259	696.3105	695.884	696.757	4	1	3	1	949874.350337507	1179119.19623438	1398472.54442523	1260361.91257445	820948.135410146	449807.417562195	302067.904368164	238945.235974365	786	NA	NA	NA	NA	NA	31	NA
FT787	538.466151757061	538.465361283102	538.466695098832	715.174	710.792	715.634	15	4	4	1	391322.166578566	404464.59076718	415529.692096867	358244.418945315	413961.665314243	380336.542203555	383185.08407813	301919.382684033	787	82	[M+H-C6H10O4]+	4	866;850;808	683.534661702922	33	NA
FT788	539.209290245688	539.208414056286	539.209838867188	515.5265	515.514	515.541	8	4	4	1	1793420.05935309	1673185.44322658	1889832.11892189	2074283.39778409	2140595.88101133	3574617.92121733	2917974.13804831	2832909.02737074	788	130	[M+Na]+	9	758;759;139;782;102;102;599;434	516.225994542125	41	NA
FT789	540.21274215174	540.211816510113	540.213238523409	515.5265	515.514	515.541	8	4	4	1	480089.563199574	369131.686824227	492074.392253906	481094.111700095	540953.136010548	914343.584252663	727333.878946736	730459.256660156	789	NA	NA	NA	NA	NA	41	NA
FT790	540.313971065836	540.313799846846	540.314142284826	644.9665	644.965	644.968	2	0	2	1	418412.253011726	412447.060850699	12174.9987493898	NA	NA	NA	NA	NA	790	NA	NA	NA	NA	NA	41	NA
FT791	540.445851866899	540.445092760364	540.446508368502	687.3245	687.107	687.55	4	2	2	1	1689663.62386719	1879963.96731163	1946293.54946921	899230.124986991	272913.672772748	847838.079192695	62206.9894021138	1570840.39006316	791	129	[M+K]+	2	770	501.4721111109	41	NA
FT792	543.127444819905	543.127342168524	543.127459103181	578.721	578.71	578.728	3	3	0	1	NA	NA	NA	NA	1832.50061106179	877564.388343742	1186373.88914789	1554210.84047501	792	131	[M+H]+	5	793;795;796;146	542.119470166908	41	NA
FT793	543.127295274664	543.127238760123	543.127481705092	614.265	614.255	614.272	3	3	0	1	NA	NA	NA	NA	NA	1195698.44648018	1692164.92999804	1932333.10325811	793	131	[M+H]+	5	792;795;796;146	542.119470166908	41	NA
FT794	543.127117094037	543.127084966909	543.127245488936	663.404	662.981	663.415	3	3	0	1	NA	NA	NA	NA	NA	346874.516344079	449140.79034705	508802.352645178	794	NA	NA	NA	NA	NA	40	NA
FT795	543.126923225721	543.12676773921	543.127078712232	685.3505	685.345	685.356	2	2	0	1	NA	NA	NA	NA	NA	170503.473308885	295305.524185548	344961.449411929	795	131	[M+H]+	5	792;793;796;146	542.119470166908	41	NA
FT796	543.127410429622	543.127217658563	543.12760320068	567.307	567.302	567.312	2	2	0	1	NA	NA	NA	NA	NA	105514.609611328	268755.010359376	316226.026097221	796	131	[M+H]+	5	792;793;795;146	542.119470166908	41	NA
FT797	543.421528274907	543.420982572789	543.42202176588	715.1895	710.792	715.634	8	3	3	1	308167.043479172	225190.15418016	321824.937682807	282029.29247396	458803.330489066	412205.175318742	75918.3301197251	314109.793140196	797	80	[M+H]+	3	743;634	542.399774111017	33	NA
FT798	544.130628807273	544.130557868414	544.130798894483	614.265	614.255	614.712	3	3	0	1	NA	NA	NA	NA	NA	352233.436825996	479326.37953125	619796.69301432	798	NA	NA	NA	NA	NA	41	NA
FT799	544.130796473998	544.130795052585	544.13079789541	578.7155	578.71	578.721	2	2	0	1	NA	NA	NA	NA	NA	190482.415795806	364423.482259445	468209.101434799	799	NA	NA	NA	NA	NA	41	NA
FT800	544.338328637207	544.338181034305	544.338376441498	655.081	655.074	655.082	3	3	0	1	NA	NA	NA	3402.85238258928	353258.954926786	774721.704784374	765165.424804682	712612.792923174	800	106	[M+Na+K-H]+	2	765	483.391786332067	40	NA
FT801	546.351174924899	546.350548626306	546.351718956525	707.514	707.28	707.74	8	4	4	1	4541516.80657996	5446092.26928469	4652236.602	5470786.34576849	7320101.94386719	6390313.32149361	5301117.64423579	4509480.60123693	801	NA	NA	NA	NA	NA	21	NA
FT802	546.350836028859	546.350200469641	546.351496306958	711.8985	711.664	712.128	8	4	4	1	3626728.42019435	3473063.3544445	2768168.03608852	2877127.02864579	1783866.13053821	1732195.58442882	1432130.14469789	1366094.95561328	802	NA	NA	NA	NA	NA	1	NA
FT803	546.350932107345	546.350718393714	546.351275234474	730.083	730.083	730.971	3	1	2	1	707079.084953109	431131.287125005	154148.411363426	138282.170725984	396258.28343593	214195.314924913	144096.567180266	156971.028243634	803	NA	NA	NA	NA	NA	17	NA
FT804	547.354699330062	547.353849354963	547.355317178571	707.7395	707.28	712.128	14	4	4	1	1280964.26266496	1545776.67287499	1318235.71695833	1134828.53707812	1223605.88131249	1802217.4355119	795248.534255867	1236790.27021112	804	NA	NA	NA	NA	NA	21	NA
FT805	548.28515106221	548.284200754366	548.285341681566	549.747	549.309	549.768	7	3	4	1	445154.240517191	396926.945095479	369638.168238282	756829.614194666	501203.131248441	434284.638300003	528964.811366474	NA	805	NA	NA	NA	NA	NA	41	NA
FT806	548.357573168964	548.357537021356	548.357609316572	707.2945	707.283	707.306	2	0	2	1	227026.757617388	225137.48678076	181771.810285714	134543.367631647	248364.680647245	75411.5774081472	110734.549958949	79545.3825517221	806	NA	NA	NA	NA	NA	21	NA
FT807	552.264141301556	552.263798817595	552.264793707064	501.7035	501.489	501.936	4	3	1	1	NA	1335.91701616023	NA	255613.07465332	48803.8895558519	300219.678066965	278528.943205296	265066.257798548	807	142	[M+H+CF3COOH]+	2	716	437.278164338283	43	NA
FT808	552.481836854963	552.481118233498	552.48277062937	722.2055	722.187	722.652	8	4	4	1	667180.011847263	563255.14398918	513213.798221591	391310.480078776	633143.818807689	555913.909308889	497952.960171878	424659.245158529	808	82	[M+H-C5H8O4]+	4	866;850;787	683.534661702922	33	NA
FT809	554.461115130941	554.460591825727	554.461967181919	691.932	691.921	691.947	8	4	4	1	1022362.14253823	829101.305553383	725808.885273113	486611.726136711	1022856.36685714	780732.071566405	682520.385471264	433254.758000704	809	85	[M+H+NH3]+	3	812;265	536.429694145643	35	NA
FT810	556.441153787252	556.440206276057	556.441386827813	668.239	668.225	668.248	3	1	2	1	11974.3843257812	551947.968701567	531940.047443177	510094.79905703	100339.8853625	10012.5340378906	20234.6194605468	414866.748021329	810	111	[M+H-C6H10O4]+	3	868;858	701.512774983347	40	NA
FT811	557.437017177963	557.436242461517	557.43802609422	722.639	722.195	722.658	8	4	4	1	400792.128938801	386376.867708334	435906.843726565	335101.572533739	567336.348552882	551245.782666014	463405.313281256	417449.857393469	811	81	[M+H]+	3	797;634	556.422619576053	33	NA
FT812	559.416260670015	559.416048309871	559.417293186882	691.926	691.921	691.946	3	2	1	1	282967.581821488	26589.7010860679	65303.0913927807	13251.0689986868	426605.349453127	274749.902826389	190176.062267529	73000.3217817557	812	85	[M+Na]+	3	265;809	536.429694145643	35	NA
FT813	562.285258371897	562.284403507367	562.285788249043	515.5265	515.514	515.541	8	4	4	1	685712.802103338	523476.091883687	667016.141629693	694227.050726207	770581.440074574	1351183.48542933	1078966.4496385	972144.583254884	813	128	[M+H+CF3COOH]+	5	685;686;660;538	447.29676649083	41	NA
FT814	563.287905632216	563.287863797831	563.288181854654	515.532	515.522	515.54	3	3	0	1	1941.52512963869	NA	NA	NA	56605.2759693085	349131.624500862	269118.075989582	235914.510761718	814	NA	NA	NA	NA	NA	41	NA
FT815	563.441594684068	563.441106259178	563.442226092168	731.413	731.402	731.835	3	1	2	1	583838.867011722	237031.335175781	128270.587777778	1899.98022222222	340440.817049655	34972.5953333334	43820.9233333334	NA	815	NA	NA	NA	NA	NA	34	NA
FT816	563.462621168094	563.46171194467	563.463224811729	711.242	707.28	712.128	13	3	4	1	664581.303572031	541175.851687497	510061.76479036	438525.834911325	460298.185412329	321648.297002604	147277.600651331	272024.000857416	816	2	[M+H]+	2	418	562.461770188581	1	NA
FT817	564.264166935024	564.264121092021	564.264212778027	501.926	501.916	501.936	2	2	0	1	NA	NA	NA	6992.55850302558	216330.774257812	287247.038158008	203911.957759355	73310.2275448606	817	NA	NA	NA	NA	NA	43	NA
FT818	564.358999048444	564.357965787177	564.359833948113	322.009	321.998	322.462	8	4	4	1	518707.504660156	576402.675428572	676256.191485773	669578.857031251	353977.066662498	383629.380690339	330522.499847301	422126.606154685	818	NA	NA	NA	NA	NA	69	NA
FT819	568.476888795738	568.476368580756	568.477198158574	699.8295	699.817	700.272	8	4	4	1	1526558.13484345	1240222.33853463	920956.736698655	643317.053693182	1504361.06593192	1037383.72475053	819437.472010877	595553.918705356	819	132	[M+Na]+	2	830	545.497980979064	41	NA
FT820	569.480725073978	569.480081380041	569.480767661199	699.82	699.817	699.822	3	1	2	1	455843.593623579	329730.891556252	193190.305689844	159533.850267969	441933.395992184	NA	NA	NA	820	NA	NA	NA	NA	NA	41	NA
FT821	570.456381181334	570.455826296131	570.457051571805	674.816	673.929	675.243	8	4	4	1	2722497.439549	2759576.29090994	2947402.79049696	2767856.70541087	2509996.6451213	2513759.74201173	2489867.51456717	2532742.78087342	821	NA	NA	NA	NA	NA	19	NA
FT822	571.39375146494	571.39351615813	571.393901630884	620.1875	619.521	620.848	4	4	0	1	NA	NA	NA	NA	852901.557170031	659092.193611449	780262.110919918	734779.513124999	822	133	[M+H]+	4	369;779;675	570.390886735665	41	NA
FT823	571.459761020399	571.459117413178	571.460405159946	674.38	673.927	675.251	8	4	4	1	402999.719759773	852828.831114715	470273.15582595	439509.104976553	813706.841601566	782105.100619584	789463.859031664	797436.007430916	823	NA	NA	NA	NA	NA	19	NA
FT824	573.432541788366	573.431782853375	573.432800552154	699.841	699.817	700.282	7	3	4	1	474390.614330966	369551.172350497	319474.395782815	253878.379369145	665741.009888673	473573.929004564	411077.814105466	NA	824	NA	NA	NA	NA	NA	41	NA
FT825	576.300208537389	576.299803376605	576.301158767326	515.532	515.519	515.541	5	4	1	1	NA	NA	227636.885296662	NA	243192.195291669	447951.018020304	328871.89733854	312509.637056252	825	NA	NA	NA	NA	NA	41	NA
FT826	576.409179810905	576.408959921555	576.410249525621	633.56	633.555	633.58	3	2	1	1	352580.711697053	29619.7494956899	10475.7772091937	52981.3784780277	998790.022565633	259581.752613712	53875.7037855054	20579.2859606586	826	17	[M+H-CO2]+	2	844	619.419188318344	11	NA
FT827	579.432290095326	579.431861024764	579.432576388308	707.509	706.399	708.619	6	0	3	1	207781.577012507	186100.417590622	130833.308600587	216808.353429853	172272.479553225	73500.6954802255	53089.9165949713	50646.819590414	827	52	[3M+2Na+K-H]2+	2	589	358.308025424486	21	NA
FT828	582.492089836336	582.491502651464	582.492526042384	708.159	707.739	708.179	6	3	3	1	946916.005324781	632137.500569957	344565.952714845	480220.734072911	952215.742275882	588947.063445642	544429.465241625	70450.805996094	828	NA	NA	NA	NA	NA	21	NA
FT829	582.492324529646	582.491344373468	582.492578223465	713.867	713.853	713.881	4	1	3	1	372945.403043406	488450.335359371	381193.909945302	557147.714539014	974231.521194238	410044.222147728	160936.497439209	72155.6317185059	829	NA	NA	NA	NA	NA	38	NA
FT830	584.47144916239	584.471042287988	584.472077244431	687.108	687.094	687.115	3	2	1	1	NA	698828.81865062	119889.600626396	NA	801964.900962199	646299.942234368	1012804.53947824	596299.593035601	830	132	[M+K]+	2	819	545.497980979064	41	NA
FT831	587.389146347865	587.388832355326	587.390079992756	550.626	548.442	551.075	5	4	1	1	4104.5360050049	NA	3231.79486141692	497555.727460946	377917.266404743	336331.746583337	464269.333927862	752317.433805139	831	NA	NA	NA	NA	NA	41	NA
FT832	589.478059821146	589.477110081923	589.478369659662	730.083	729.647	730.554	5	2	3	1	1707122.83593746	1482571.0893318	488289.703078121	347772.981940328	1280489.77617185	637837.258975776	527194.568725781	457217.0667139	832	32	[M+K]+	2	848	550.518343305719	17	NA
FT833	590.481512054949	590.48123540907	590.481811210997	730.083	729.647	730.533	3	1	2	1	661983.282462485	333046.31020781	123169.114471107	140121.779469574	492852.586396652	102161.505086577	28756.6970265859	56907.8581982083	833	NA	NA	NA	NA	NA	17	NA
FT834	596.50793798557	596.507074164144	596.508805861139	720.443	720.012	720.464	8	4	4	1	885346.358735064	807396.337047499	553284.939690694	556941.215257818	893207.890302723	786345.444000326	727802.750173388	471754.920435941	834	NA	NA	NA	NA	NA	33	NA
FT835	598.487017226765	598.486301685855	598.487848512957	691.04	690.609	691.065	7	4	3	1	570219.217067312	510150.790510742	429782.728220051	5062.97377319339	594211.248893031	486835.30948958	404725.068235278	253003.369134377	835	NA	NA	NA	NA	NA	35	NA
FT836	600.467221517757	600.466351109828	600.467766858016	668.239	668.222	668.248	3	1	2	1	524233.693714286	779699.639646484	429312.414644146	483257.775917748	81166.0558299804	23252.5999386026	14169.2034148437	263116.182629769	836	110	[M+H-CO2]+	2	852	643.477154097376	40	NA
FT837	601.462510983851	601.46225149881	601.462770468891	720.6715	720.443	720.9	2	2	0	1	21416.377683038	55461.4072107352	74781.0889354623	57595.4356678085	311792.103164058	296750.180733941	286286.959272813	252359.617531712	837	78	[3M+2H]2+	3	625;652	400.327991891344	33	NA
FT838	608.385661050403	608.384441355047	608.385983987077	333.846	333.438	333.863	6	2	4	1	309515.455581598	369146.398574574	431425.336407554	388588.26150469	3012.11073474121	295213.638504439	2938.48910240479	237106.352794271	838	NA	NA	NA	NA	NA	74	NA
FT839	610.523424269121	610.522886228855	610.523701034777	727.893	727.455	727.9	3	1	2	1	361462.277901368	333244.886572755	358596.531362243	218739.253083938	385175.841582034	174378.530659448	93503.1037509925	140237.287027848	839	NA	NA	NA	NA	NA	2	NA
FT840	612.502866864437	612.502128775582	612.503417386015	698.507	698.066	698.53	7	3	4	1	1024991.38596038	838397.558707578	644054.468371929	472671.104845998	1055721.65742857	726792.02519682	620820.673274001	255662.359595764	840	134	[M+H-CH2]+	2	846	625.516768988003	41	NA
FT841	614.482471963828	614.481848590454	614.483190466987	674.3825	673.931	677.437	8	4	4	1	1886747.75380204	1951723.25292037	2082360.50413845	2124719.66146713	890217.967494373	1727764.33455697	1728230.8532078	989856.555598941	841	NA	NA	NA	NA	NA	19	NA
FT842	615.453351198879	615.453022360464	615.453680037294	729.646	729.645	729.647	2	0	2	1	185467.165124999	188765.580053572	118860.810246657	119840.965086482	34314.8205225361	NA	7751.26593270171	21980.6625727633	842	NA	NA	NA	NA	NA	41	NA
FT843	615.485612047824	615.485164452823	615.486551534903	673.951	673.929	677.437	7	4	3	1	602505.391136031	627350.740337201	866890.930108396	631695.68595956	566723.369142187	551632.732223635	555814.588745404	534058.615490624	843	109	[M+K]+	3	313;204	576.525722591334	40	NA
FT844	620.435625820824	620.435035081113	620.436552966558	634	633.994	634.02	6	3	3	1	386555.51333496	218326.894122767	229469.671185265	30210.9195627252	1281403.77549844	455684.457023438	193224.021341146	2175.24805557015	844	17	[M+H]+	2	826	619.419188318344	11	NA
FT845	626.517429344391	626.516648286707	626.518146435989	712.9895	712.973	713.001	6	3	3	1	272457.810088673	291441.114536457	285004.84213778	107002.298339286	225640.736790179	269311.185319442	285271.661859376	266394.310997398	845	NA	NA	NA	NA	NA	27	NA
FT846	626.518480237267	626.517987863909	626.519002260228	705.972	705.521	705.987	8	4	4	1	915621.378940624	627570.808353966	530383.282009768	427106.717664065	871553.587979175	580551.809636259	473065.384746103	337391.98134202	846	134	[M+H]+	2	840	625.516768988003	41	NA
FT847	627.43195894371	627.431212497829	627.432193977815	696.546	696.309	696.777	6	2	4	1	279175.186211498	268349.924921309	242051.473714286	233864.937587056	202585.488437503	213668.458175226	21223.3481501654	NA	847	72	[2M+Na]+	3	282;361	302.221240598241	31	NA
FT848	635.493854274865	635.493554752252	635.494081665696	730.971	728.797	732.288	6	1	4	1	536662.978854166	340304.107548435	213244.604248047	223252.145352219	384376.016295624	49803.0691088176	61801.0502366079	52126.1514561948	848	32	[M+K+HCOOH]+	2	832	550.518343305719	17	NA
FT849	638.300524739385	638.300132377098	638.301759862416	515.5265	515.1	515.541	6	4	2	1	1690.76150683593	NA	199434.871858264	344824.338709207	336970.770919923	827607.705495383	685476.752847647	666944.675312855	849	NA	NA	NA	NA	NA	41	NA
FT850	640.533959625829	640.533148364705	640.534830671347	718.685	713.411	719.116	7	3	3	1	432258.095121094	458872.909318037	440002.881562506	421863.547896924	494730.92131009	9395.76214245209	462428.655380858	390804.592578123	850	82	[M+H-CO2]+	4	866;808;787	683.534661702922	33	NA
FT851	642.513437452492	642.512495700146	642.513563872908	689.73	689.728	689.731	3	1	2	1	306243.002252738	315928.781092678	286411.63576416	157516.517875926	326879.01894219	329298.440367978	196617.455157832	74222.8669344524	851	NA	NA	NA	NA	NA	7	NA
FT852	644.493566290583	644.49332685841	644.493805722756	668.235	668.222	668.248	2	0	2	1	330470.169922052	233529.720797919	295734.637789848	357540.171413737	23706.7961440935	NA	7575.50884664601	NA	852	110	[M+H]+	2	836	643.477154097376	40	NA
FT853	650.300293666531	650.299964262175	650.300478621769	515.527	515.519	515.54	4	4	0	1	NA	3811.64492923176	3966.3291870959	NA	346984.282958336	632648.879737926	477099.558375775	444093.006914595	853	NA	NA	NA	NA	NA	41	NA
FT854	651.426141560905	651.425906899227	651.427465181968	640.144	639.716	640.162	5	3	2	1	NA	119388.303403621	192472.460867748	254408.899804691	92483.1197591652	167713.722072915	196623.08065235	234555.057631142	854	NA	NA	NA	NA	NA	20	NA
FT855	654.549383179095	654.548623332803	654.55028713064	725.267	725.26	725.29	6	3	3	1	367624.168362497	341773.028383168	357800.520569708	101992.844656234	458609.881395312	382963.665893554	310389.828175005	NA	855	NA	NA	NA	NA	NA	39	NA
