PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
173	Unknown	1314	9.63079	9.725799	9.806245	359.2183	303540.5	1538361.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5789.066	359.21829:334951 360.22153:68617 360.23569:5905 360.30994:3636 361.23303:9538 361.29376:3897 362.21561:4074 362.3252:3869 363.24951:10429	
174	Unknown	1317	9.674602	9.747737	9.872075	219.1737	235110.71875	869599.875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	183.15	218.73235:2752 219.14864:3080 219.17368:300212 220.00163:2089 220.04857:77530 220.17697:39494 221.11661:5169 221.1497:4669 221.47359:2151 222.11192:5140 223.0625:4146 223.09331:7909 223.16888:4396 223.97639:5476	
175	Unknown	1321	9.696544	9.77704	9.89401	215.1788	113841.265625	428024.1875	null	[M+H]+	M + 0	similar chromatogram in higher mz_176; similar chromatogram in higher mz_177; similar chromatogram in higher mz_179; similar chromatogram in higher mz_180	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	87.97398	215.12433:6396 215.1427:2784 215.17877:131954 216.07092:8144 216.0862:3034 216.18208:20719 217.02808:2124 217.07512:2944 217.103:6417 217.10771:4464 217.15834:3805 217.90947:2194 218.10179:13524 219.17371:74638 220.0486:65900 220.17703:14157	
176	Unknown	1321	9.681915	9.77704	9.90864	233.1893	159894.359375	591682.9375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	57.60336	233.15221:3085 233.18929:186152 234.02554:3782 234.19257:30632 235.16864:33693 235.19559:3250 236.02092:41669 236.17184:4381 237.10866:6966 237.18475:6703 238.02119:28127 238.07851:2582	
177	Unknown	1321	9.696544	9.77704	9.886745	251.1998	1110230.5	4056670	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1601.279	251.06892:6825 251.12436:9703 251.16464:4422 251.17024:3081 251.19006:7072 251.1998:1314209 251.2117:7035 252.01607:4189 252.12373:2433 252.20312:222072 253.10371:3715 253.13934:5524 253.17923:2973 253.20679:13642 253.21486:3586 254.03197:2634 254.2621:2219 255.11856:3384 255.15904:3475	
178	Unknown	1321	9.696544	9.77704	9.90864	252.2031	190440.765625	698477.1875	null	[M+H]+	M + 1	isotope of 177	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3798.714	252.01607:4189 252.12373:2433 252.20312:222072 253.10371:3715 253.13934:5524 253.17923:2973 253.20679:13642 253.21486:3586 254.03197:2634 254.2621:2219 255.11856:3384 255.15904:3475 256.91086:2385 256.96381:7745	
179	Unknown	1321	9.674602	9.77704	9.864765	269.2103	143547.59375	619209	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	114.3001	269.10727:2844 269.13507:10567 269.17395:3698 269.21033:164609 270.00272:3073 270.13776:3252 270.21359:29919 270.31494:4925 271.11447:8602 271.22598:26932 272.1358:2517 272.22879:4848 272.93622:6806 273.07468:5854 273.16629:5900 274.1662:2672	
180	Unknown	1321	9.696544	9.77704	9.872075	291.1922	904227.25	3163245.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	611.2409	291.11786:6261 291.17957:16305 291.19217:1069435 291.20676:5465 292.19553:192596 293.13504:8914 293.17194:3942 293.19873:11895 293.21033:7271 294.24139:4174 295.1145:6557 295.1507:12337 295.1897:4179 295.22617:9439 296.11856:2734 296.15485:2545	
181	Unknown	1321	9.70391	9.77704	9.879382	292.1955	156490.5	532954.875	null	[M+H]+	M + 1	isotope of 180	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3122.343	292.19553:192596 293.13504:8914 293.17194:3942 293.19873:11895 293.21033:7271 294.24139:4174 295.1145:6557 295.1507:12337 295.1897:4179 295.22617:9439 296.11856:2734 296.15485:2545 297.07391:4608 297.13:6768 297.16602:4323	
182	Unknown	1326	9.63079	9.813606	9.996451	357.2778	117514.890625	376786.8125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	63.96244	357.18988:3760 357.25989:8617 357.27777:129496 358.26367:3033 358.28125:30149 358.36725:10309 359.21707:55939 359.27744:6453 359.37146:2937 360.22025:8797 360.23724:4344 360.30988:12405 361.23355:18920 361.29184:3210 362.2374:2647	
183	Unknown	1330	9.740474	9.842813	9.872075	279.2311	1016368.5625	3221267.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	385.4767	278.95312:5666 278.99097:2308 279.09375:2819 279.10059:2561 279.11887:6453 279.15622:7515 279.22015:7143 279.23108:1220992 279.24243:6374 280.23441:246205 281.13513:9013 281.17218:2751 281.2099:2867 281.23785:23129 281.24683:6282 282.24121:3523 283.11475:7903 283.1506:6070 283.22516:3897	
184	Unknown	1330	9.769683	9.842813	9.864765	297.2416	365460.03125	1041940.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6.810277	297.07309:5425 297.13004:8361 297.24161:445092 298.24496:80475 298.34613:3306 299.07452:4752 299.14728:4118 299.16052:4160 299.24829:9805 299.25717:5370 300.19998:2664 301.06961:3390 301.14001:5599 301.21536:8937 302.19611:3249	
185	Unknown	1330	9.769683	9.842813	9.872075	337.234	1834735.375	5601467	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	351.1833	337.0488:3131 337.16162:13803 337.17169:4354 337.17737:3944 337.19421:5936 337.20132:7200 337.20776:4332 337.22241:35724 337.23401:2284191 337.25156:8658 337.25656:6738 337.26999:3537 338.22552:8858 338.2374:445732 338.26791:8837 339.14078:5945 339.17694:7291 339.24088:42709 339.371:2928 340.12006:7412 340.25153:5252 341.12811:8736 341.15674:9315 341.19269:6908	
186	Unknown	1330	9.769683	9.842813	9.872075	338.2374	361248.125	1102454	null	[M+H]+	M + 1	isotope of 185	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	156.4611	338.22552:8858 338.2374:445732 338.26791:8837 339.14078:5945 339.17694:7291 339.24088:42709 339.371:2928 340.12006:7412 340.25153:5252 341.12811:8736 341.15674:9315 341.19269:6908 342.66098:2692 343.17206:6114	
187	Unknown	1340	9.872075	9.91595	9.97447	261.2203	156065.1875	524684.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8.349631	261.12991:8023 261.22031:182793 262.02164:4069 262.22379:28402 262.98059:9977 263.12418:3520 263.19937:3649 263.23557:4927 265.10403:3656 265.13965:5545 266.14462:2400	
188	Unknown	1340	9.872075	9.91595	10.09148	279.2307	2018866.375	7174435.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	778.3555	278.95285:5135 279.09271:4463 279.10104:3561 279.11865:9005 279.15808:10533 279.21387:8914 279.2197:16913 279.23074:2480833 279.24445:14014 279.25079:7599 280.16287:3403 280.22455:2524 280.23413:482457 281.09824:4338 281.13474:15815 281.17099:5626 281.21002:53285 281.2377:37450 281.24612:9425 282.2135:13538 283.11417:10772 283.151:4795 283.22546:4830	
189	Unknown	1340	9.872075	9.91595	10.09148	280.2341	394157.59375	1381469.5	null	[M+H]+	M + 1	isotope of 188	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7883.152	280.16287:3403 280.22455:2524 280.23413:482457 281.09824:4338 281.13474:15815 281.17099:5626 281.21002:53285 281.2377:37450 281.24612:9425 282.2135:13538 283.11417:10772 283.151:4795 283.22546:4830 285.12976:5667 285.20486:28718 285.22058:2885	
190	Unknown	1340	9.864765	9.91595	10.08416	297.2413	1208220.375	4249784.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	23.23882	297.12979:7779 297.16714:6772 297.22906:8444 297.2413:1499494 297.25656:9810 297.2634:5036 298.24463:310208 299.07407:8084 299.10849:5044 299.14526:4399 299.1998:3236 299.22067:11330 299.24811:22943 299.25684:33724 300.21655:2912 300.26093:5077 301.14005:27798 301.215:5588 301.23648:10985 302.1438:5437 302.1954:3692 302.23157:12738	
191	Unknown	1340	9.864765	9.91595	10.05491	298.2446	236564.03125	822545.9375	null	[M+H]+	M + 1	isotope of 190	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	17.98875	298.24463:310208 299.07407:8084 299.10849:5044 299.14526:4399 299.1998:3236 299.22067:11330 299.24811:22943 299.25684:33724 300.21655:2912 300.26093:5077 301.14005:27798 301.215:5588 301.23648:10985 302.1438:5437 302.1954:3692 302.23157:12738 303.17651:3046 303.23022:13912	
192	Unknown	1340	9.872075	9.91595	10.03302	311.2569	161033.578125	563697.3125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	111.7772	311.14554:13607 311.2196:2269 311.25693:200444 312.26022:30283 313.16092:18980 313.23636:6654 313.26587:2245 313.27176:2977 314.26877:4322 315.19202:8065 315.25189:621128 316.22318:3342 316.25519:106887	
193	Unknown	1340	9.872075	9.91595	10.11342	315.2519	484471.25	1661315.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	15.13118	315.19202:8065 315.25189:621128 316.22318:3342 316.25519:106887 317.20685:3556 317.25922:9229 318.18982:5694 318.23917:26911 319.21133:2916 319.22437:4535 319.2832:14154 320.0658:15945	
194	Unknown	1340	9.872075	9.91595	10.09892	337.2336	3160747.25	11112953	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	620.5934	337.1629:11309 337.17969:4465 337.18933:4020 337.1936:8073 337.20154:10167 337.21115:14628 337.22043:38662 337.23361:3976288 337.25217:21814 337.26077:12459 337.27939:3657 337.28769:3705 337.29346:2822 337.95398:3228 338.12775:3795 338.16382:2784 338.22101:4706 338.22507:10879 338.237:777936 339.1243:14669 339.14032:8154 339.17624:8383 339.21936:8396 339.24057:74508 339.37167:5915 340.24234:6640 340.25171:5228 341.12433:8154 341.15552:11880 341.19962:4840 341.26486:75841 341.31342:3191	
195	Unknown	1340	9.872075	9.91595	10.11342	338.237	619252.9375	2133686	null	[M+H]+	M + 1	isotope of 194	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	274.8267	337.95398:3228 338.12775:3795 338.16382:2784 338.22101:4706 338.22507:10879 338.237:777936 339.1243:14669 339.14032:8154 339.17624:8383 339.21936:8396 339.24057:74508 339.37167:5915 340.24234:6640 340.25171:5228 341.12433:8154 341.15552:11880 341.19962:4840 341.26486:75841 341.31342:3191 342.26825:17128 343.12036:3789 343.17197:5713	
196	Unknown	1340	9.872075	9.91595	10.11342	353.1989	227405.953125	818663.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	65.62712	353.15521:9019 353.19885:256575 353.22931:4406 354.15891:3072 354.20206:56716 354.93887:2825 355.10748:3086 355.13495:5389 355.17053:5141 355.20398:3789 355.24414:3386 357.15192:4368 357.17114:5668 357.19263:5335 357.2016:2502 357.25995:5840	
197	Unknown	1340	9.872075	9.91595	10.04028	359.2157	217148.84375	894146.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	336.6427	359.14877:2480 359.2157:259640 360.20059:2941 360.21909:43749 360.23654:4413 360.30945:68893 361.1055:2896 361.22089:2248 361.23355:65087 361.31302:20902 361.53635:2408 362.21448:3928 362.23663:9149 363.17654:5160 363.25064:3357 363.30917:15057	
198	Unknown	1340	9.872075	9.91595	10.06958	369.1709	180066.828125	673732.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	182.6348	369.15082:3475 369.17093:220656 369.18594:17551 369.22391:5217 369.2605:3929 370.17429:38890 370.18985:3217 370.33035:3543 371.12808:3503 371.1713:132484 371.18277:3804 371.27557:20861 372.17609:17058 373.16675:42434 374.06165:2538 374.1698:8537	
199	Unknown	1343	9.820878	9.937892	10.08416	249.1841	418252.5	1606042.625	null	[M+H]+	M + 0	similar chromatogram in higher mz_200; similar chromatogram in higher mz_201	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	246.7168	249.10909:5503 249.1841:502560 249.21994:3990 250.0211:15405 250.18748:85471 250.99931:2861 251.06953:3284 251.12448:13684 251.19238:3973 251.20001:18834 251.23587:7744 252.01689:4362 252.20349:6476 253.10358:7352 253.13971:6327 253.17656:102316 253.21559:5122 254.1797:10033	
200	Unknown	1343	9.820878	9.937892	10.06958	267.1946	123506.9140625	467376.9375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	55.65436	267.11938:19059 267.17117:112794 267.19464:153171 267.23108:16311 268.10294:14689 268.17465:12124 268.19812:27584 269.13495:11341 269.20203:3474 269.21045:20082 269.24655:17620 270.00296:2653 270.21332:4162 270.24188:25923 271.11621:6293 271.11856:6250 271.2261:5238	
201	Unknown	1343	9.8355	9.937892	10.07686	307.187	229321.546875	846941.0625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	97.42814	307.13367:2340 307.151:8061 307.18704:269296 307.26193:2439 308.06616:17387 308.19028:52521 309.12961:8381 309.16632:9648 309.20352:5966 310.06656:3033 310.23428:182209 311.14563:13840 311.18201:6154 311.21829:2333 311.2377:32619 311.25711:93128	
202	Unknown	1345	9.689228	9.952518	10.10617	288.2523	692905.5	2434180.75	null	[M+H]+	M + 0	similar chromatogram in higher mz_204	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	502.901	288.21454:2993 288.25235:843337 288.26251:3517 288.26584:2832 288.2897:4257 289.06891:4987 289.1402:3689 289.15292:230901 289.25574:128678 290.15613:27772 290.19531:2998 290.2587:9571 291.19193:9371 291.2283:14082 292.19879:3046 293.13501:5671 293.17099:8722 293.20773:35465	
203	Unknown	1345	9.872075	9.952518	10.06223	289.2557	118449.828125	405371.03125	null	[M+H]+	M + 1	isotope of 202	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	250.5069	289.06891:4987 289.1402:3689 289.15292:230901 289.25574:128678 290.15613:27772 290.19531:2998 290.2587:9571 291.19193:9371 291.2283:14082 292.19879:3046 293.13501:5671 293.17099:8722 293.20773:35465 294.21097:2915	
204	Unknown	1345	9.769683	9.952518	10.04028	310.2343	212307.28125	697650.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	95.43488	310.23425:249481 311.07361:2872 311.10876:3614 311.1456:15117 311.23758:42199 311.25708:32922 312.22894:15390 312.26093:6616 312.36069:2421 313.16107:7364 313.20032:3307 313.23575:5945 314.16519:3439 314.30331:3122 315.19116:5924	
205	Unknown	1346	9.850179	9.95988	10.00371	149.0229	562646.1875	1997866.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	222.5103	148.71553:2272 148.95377:2588 148.97385:119165 149.0186:4927 149.02286:657568 149.04701:2677 149.09554:6275 149.13203:4339 149.9716:11152 149.97737:6377 150.02621:44987 150.07536:3073 150.96925:45946 151.02725:3634 151.07455:3070 151.11128:8810 151.14751:4827 152.04677:7043 152.06169:5077 152.0697:3423 152.96684:7948 153.06532:5098 153.09053:10970 153.12669:5605	
206	Unknown	1346	9.872075	9.95988	10.00371	279.1582	229641.234375	768304.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	93.65201	278.95319:5756 279.09195:3483 279.11908:5450 279.1582:256245 279.19031:2881 279.1965:3143 279.23093:226206 280.16156:44787 280.23434:40834 281.13535:7795 281.17117:12110 281.21027:32463 281.23709:2403 282.21426:4752 283.11453:6141 283.1503:3849 283.18942:3333 283.55774:2676	
207	Unknown	1346	9.879382	9.95988	10.00371	301.1401	520663.4375	1747531.375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	423.7419	301.06906:5719 301.14008:590309 301.2149:7113 301.23621:6014 302.14343:108539 302.19373:2611 302.23138:9423 303.14731:8532 303.23062:40066 304.23398:10173 305.12656:3421 305.15543:4406 305.24734:2339	
208	Unknown	1347	9.90864	9.967147	10.13536	267.1711	369856.53125	1250652.625	null	[M+H]+	M + 0	similar chromatogram in higher mz_209	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7337.132	267.08759:2568 267.09604:4261 267.11948:20880 267.15674:2863 267.16068:6828 267.17114:444261 267.19504:40325 267.20999:3147 268.10321:16038 268.17447:69974 268.19781:4606 269.09875:3329 269.13486:11462 269.17413:3021 269.21042:10011 269.24701:8219 270.00226:5729 270.21484:3155 270.242:23665 271.11887:7132 271.15286:2760 271.2258:13249 271.24478:5259 272.09454:3006	
209	Unknown	1347	9.91595	9.967147	10.10617	289.153	245597.625	825809.8125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	465.5652	288.90805:3790 289.06937:9452 289.15298:306034 289.25577:96406 289.92642:2242 290.15634:41724 290.25937:3955 291.12009:3628 291.16293:3693 291.19403:9657 291.2283:4309 291.45273:2762 292.19861:2798 293.13522:9364 293.1709:4253 293.20782:112029 293.24667:2720	
210	Unknown	1347	9.784311	9.967147	10.06223	341.2653	238417.9375	1070246.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4768.359	341.12433:7442 341.15604:8166 341.19235:4497 341.26529:266766 342.26865:47501 343.17175:6475 343.29681:2541 345.18872:2621 346.22168:5835	
211	Unknown	1351	9.886745	9.996451	10.12073	235.205	194122.421875	1146701.125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	207.0345	235.12892:3754 235.1689:17690 235.20497:235742 235.95956:4078 236.02095:45717 236.17201:5005 236.20836:45213 237.10855:7292 237.1842:4234 237.21144:5266 238.02127:28388 239.0883:10807 239.12373:4700 240.01662:6289 240.08432:2947	
212	Unknown	1352	9.952518	10.00371	10.06223	383.2157	147043.796875	492476.1875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2589.486	383.16763:5889 383.2157:179773 383.27576:7344 383.73773:2515 384.21884:32101 384.30951:87736 385.1821:8604 385.23334:15965 385.29156:7513 385.3129:19399 386.29465:3406 386.31494:2617 387.19708:4736 387.24857:4702 387.26971:3048	
213	Unknown	1353	9.92332	10.01103	10.06223	285.2206	251471.125	804575.9375	null	[M+H]+	M + 0	similar chromatogram in higher mz_220; similar chromatogram in higher mz_212	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	56.48041	285.13004:4734 285.22055:319492 286.22385:53790 286.31:6245 287.22726:6691 288.17914:2508 288.25253:41973 288.28882:3811 289.06931:4290 289.15332:27259 289.25604:7480 290.15726:3611 290.19635:5576	
214	Unknown	1353	9.930688	10.01103	10.06223	303.231	871278.6875	2830395.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	43.4158	303.23102:1006642 304.23438:223917 305.15628:3183 305.17126:3811 305.23779:13984 306.19049:3045 307.11389:3722 307.13452:6541 307.15027:9115 307.18747:5671 307.22488:2585 308.06616:16400	
215	Unknown	1353	9.930688	10.01103	10.06223	304.2344	187174.234375	606854.6875	null	[M+H]+	M + 1	isotope of 214	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	111.5318	304.23438:223917 305.15628:3183 305.17126:3811 305.23779:13984 306.19049:3045 307.11389:3722 307.13452:6541 307.15027:9115 307.18747:5671 307.22488:2585 308.06616:16400 309.07541:3247 309.12985:9662 309.17313:28211 309.20346:7903	
216	Unknown	1353	9.930688	10.01103	10.06223	321.2416	547844.25	1762997.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	65.37675	321.16647:6974 321.24164:656030 322.18527:2955 322.24506:128676 323.12817:2579 323.1452:13673 323.18271:5363 323.2178:7117 323.2482:14990 325.12576:3917 325.14526:22052 325.16125:12388 325.20023:4274 325.2338:4627 326.14825:4523	
217	Unknown	1353	9.930688	10.01103	10.05491	339.2522	292710.34375	938513	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	53.46524	339.14084:10071 339.17728:2987 339.18973:6171 339.21249:2900 339.2522:351381 340.25555:79112 341.15625:11192 341.26547:56681 342.26855:9381 343.17245:5117 343.21042:2164	
218	Unknown	1353	9.930688	10.01103	10.06223	361.2339	2826656	9296514	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2356.203	361.19498:4613 361.20392:10648 361.21326:12862 361.23392:3352578 361.24954:17261 361.25916:12188 361.26868:8227 361.28082:2980 361.28998:3577 362.2244:10655 362.2373:730597 363.17657:4192 363.21899:4911 363.24051:65829 364.23355:8604 365.15564:7331 365.1929:12436 366.15988:3342	
219	Unknown	1353	9.930688	10.01103	10.06223	362.2373	621837.0625	2020070.625	null	[M+H]+	M + 1	isotope of 218	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	12236.65	362.2244:10655 362.2373:730597 363.17657:4192 363.21899:4911 363.24051:65829 364.23355:8604 365.15564:7331 365.1929:12436 366.15988:3342 367.17123:9007 367.20792:9175	
220	Unknown	1353	9.91595	10.01103	10.06223	377.1992	129815.296875	429567.9375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	79.86399	377.19925:147551 377.22778:5874 377.26602:3939 377.28946:3486 378.20233:37144 378.24829:3930 378.25943:4278 379.17249:5863 379.20657:5244 381.18631:11947	
221	Unknown	1353	9.92332	10.01103	10.06223	393.1713	138334.234375	452893.3125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2762.857	393.17126:167273 393.18628:4541 393.22415:4469 393.81812:2369 394.17468:39448 394.31616:4235 395.17163:68861 395.20334:6905 396.16626:7189 396.17749:10599 397.16714:31904 397.18311:9144 397.21854:5959 398.16934:6445	
222	Unknown	1358	10.00371	10.0476	10.18655	149.0229	594447.875	2414765.25	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	226.7756	148.95367:5478 148.97391:136037 148.97749:4595 149.01843:8187 149.02293:699385 149.02846:2890 149.04727:2675 149.0957:6040 149.13217:5274 149.97176:19637 150.02625:59007 150.07538:4114 150.96933:46384 151.02692:3518 151.07523:3933 151.11133:11559 151.14822:3251 151.45197:2559 152.04694:8862 152.06143:6525 152.96701:3724 153.06528:7944 153.09052:12421 153.12708:9246 153.97502:2353 153.97891:3996	
223	Unknown	1358	10.00371	10.0476	10.23044	301.1403	435428.34375	1800543.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	304.376	301.12793:2880 301.14026:514109 301.1611:2696 301.16437:2488 301.21552:5997 302.05679:4125 302.14365:81017 302.2742:2405 303.06277:4632 303.14825:6114 303.23111:110863 304.1748:2783 304.23447:27756 305.15668:3874	
224	Unknown	1359	10.01834	10.05491	10.11342	253.2155	185515.265625	713047.75	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	256.4735	253.10353:6868 253.13972:6524 253.21552:202740 253.96274:2633 254.21883:34408 255.11917:2546 256.96384:3505 257.21011:2449 258.00287:5977	
225	Unknown	1359	9.864765	10.05491	10.17929	387.3208	162714.578125	571574.4375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3254.292	387.19775:4592 387.24939:6370 387.3208:178046 388.25403:3015 388.32443:43238 388.34088:8174 389.32672:5165 390.24759:6033 390.29681:22283 391.17648:4793 391.20929:2825 391.28372:3633 391.30115:4097 392.22833:3564 392.26227:4186	
226	Unknown	1361	9.989087	10.06958	10.31821	200.2002	1819992.875	6289794.5	null	[M+H]+	M + 0	similar chromatogram in higher mz_228	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1510.24	200.0912:10193 200.18425:3681 200.18832:5593 200.19179:19290 200.19472:26085 200.20023:2206590 200.20679:23108 200.2103:10530 201.02066:3816 201.19769:11626 201.20355:298560 201.99219:11871 202.1067:3931 202.14348:2970 202.20724:10264 203.14301:3230 204.07114:12157 205.08527:38683 205.12166:3032	
227	Unknown	1361	9.901323	10.06958	10.22312	201.2036	234406.6875	791404.75	null	[M+H]+	M + 1	isotope of 226	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4688.134	201.02066:3816 201.19769:11626 201.20355:298560 201.99219:11871 202.1067:3931 202.14348:2970 202.20724:10264 203.14301:3230 204.07114:12157 205.08527:38683 205.12166:3032 206.06842:3216 206.08858:4016 206.10219:3237	
228	Unknown	1361	9.872075	10.06958	10.17193	222.1822	165444.828125	531340.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3308.896	222.18216:203406 223.09331:4776 223.18544:17045 223.20468:4589 223.97597:2882 225.07243:3126 225.10799:4448 225.18489:2988 225.19563:3753 225.22049:4142 225.97748:4186 226.05299:3574 226.74307:2218 227.06256:5057 227.16351:4483	
229	Unknown	1366	10.06223	10.10617	10.17929	303.2309	747905.4375	2338563.25	null	[M+H]+	M + 0	similar chromatogram in higher mz_231; similar chromatogram in higher mz_232	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	36.91977	303.15393:5615 303.23087:909121 304.23425:188912 305.15622:4027 305.17212:2357 305.20764:6931 305.23776:22743 307.11365:3066 307.13434:12704 307.15009:9179 307.18649:7331 308.06595:22733	
230	Unknown	1366	10.06223	10.10617	10.17929	304.2343	157780.8125	494643.96875	null	[M+H]+	M + 1	isotope of 229	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	93.02432	304.23425:188912 305.15622:4027 305.17212:2357 305.20764:6931 305.23776:22743 307.11365:3066 307.13434:12704 307.15009:9179 307.18649:7331 308.06595:22733 309.07385:3204 309.12924:5123 309.13614:5159 309.16626:9599 309.17288:5252 309.20398:5403 309.21991:7536	
231	Unknown	1366	10.06223	10.10617	10.17929	321.2414	486254.9375	1511652.5	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	57.54726	321.24142:579511 322.24478:120503 323.14548:11310 323.18277:5417 323.21805:5840 323.24826:9723 324.2149:2684 325.14185:3085 325.16135:11029 325.19946:3575	
232	Unknown	1366	10.06223	10.10617	10.17929	361.2337	2339778.25	7409020	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	1929.712	361.19388:5373 361.20316:3969 361.21326:9618 361.2337:2814064 361.25302:5962 361.26465:4796 361.26917:3873 362.2131:4457 362.22388:8027 362.23706:623943 363.12387:2532 363.13931:2528 363.177:4011 363.21857:4409 363.24048:59975 364.23318:6441 364.24139:6724 364.255:7565 364.27072:2408 365.10504:2850 365.15591:6364 365.19235:8796 365.28857:4484	
233	Unknown	1366	10.06223	10.10617	10.17929	362.2371	508542.71875	1588325.375	null	[M+H]+	M + 1	isotope of 232	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	9894.655	362.2131:4457 362.22388:8027 362.23706:623943 363.12387:2532 363.13931:2528 363.177:4011 363.21857:4409 363.24048:59975 364.23318:6441 364.24139:6724 364.255:7565 364.27072:2408 365.10504:2850 365.15591:6364 365.19235:8796 365.28857:4484 367.13528:4386 367.17136:12844 367.2077:11828	
